Merchant Name,Category Name,% Rate,Flat Rate
Foot Cardigan,Underwear & Socks,1.0,0.0
Foot Peel Mask,Health & Beauty,0.0,15.0
Foot Store,Soccer,5.0,0.0
FootJoy,Golf,4.0,0.0
Football TicketNet,Event Tickets,5.0,0.0
Footshop,Shoes,8.0,0.0
For Wellness,Food & Beverage,10.0,0.0
For the Cubs,Babies & Kids,18.0,0.0
ForYourParty,Party Supplies,6.0,0.0
"Forai, Inc",Jewelry,8.0,0.0
Foray Golf,Golf,10.0,0.0
Ford Bikes,Vehicles & Parts,5.0,0.0
Forest Field,Outdoor Recreation,25.0,0.0
Foresyte,Software,30.0,5.0
Forever Bloom,Health & Beauty,10.0,0.0
Forever Missed,Personalized gifts,0.0,3.0
Foria,CBD,5.0,0.0
Foria Botanicals,Health & Beauty,7.0,0.0
Form Nutrition,Vitamins & Nutrition,8.0,0.0
Formal Dress Shops,Clothing & Apparel,15.0,0.0
Formula 1 Arcade,Arts & Entertainment,10.0,0.0
Formula Depot,Nursing & Feeding,3.0,0.0
Formula Fun,Sporting Goods,10.0,0.0
Formulary55.com,Health & Beauty,10.0,0.0
Fort Troff,Sex Toys,5.0,0.0
Fortect,Software,0.0,65.0
Fortunoff Backyard Store,Furniture,4.0,0.0
Forza Sports,Sporting Goods,10.0,0.0
Fosmon Inc,Consumer Electronics,5.0,0.0
Fossil,Accessories,0.8,2.56
Foster Grant,Sunglasses,6.0,0.0
Foto & Tech,Camera & Optic Accessories,3.0,0.0
Fotografiska,Event Tickets,80.0,0.0
Fotor,Software,35.0,0.0
Fount,Vitamins & Nutrition,20.0,5.0
Four Leaf Rover,Animals & Pet Supplies,10.0,0.0
Four Seasons At Home,Hotel,2.0,0.0
Fox Creek Leather,Clothing & Apparel,8.0,0.0
FragranceNet.com,Fragrance & Cologne,2.0,0.0
FragranceShop.com,Fragrance & Cologne,5.0,0.0
FragranceX.com,Fragrance & Cologne,6.0,0.0
Frame Denim,Clothing & Apparel,2.4,0.0
Frame it All,Yard & Garden,5.0,0.0
Framebridge,Photo & Canvas Services,4.0,0.0
Frances Valentine,Accessories,8.0,0.0
Francesca's,Women,1.6,0.0
Frank Body,Health & Beauty,10.0,0.0
Frank Darling,Jewelry,2.0,0.0
FrankBros,Household,10.0,0.0
Frankford Arsenal,Hunting & Shooting,8.0,0.0
Franklin Sports,Athletics,3.0,0.0
FranklinPlanner,Office,11.2,0.0
Freaks of Nature,Health & Beauty,5.0,0.0
Frederick's of Hollywood,Clothing & Apparel,6.4,0.0
Free Country,Clothing & Apparel,5.0,0.0
Free Fly Apparel,Clothing & Apparel,1.0,0.0
Free Living Co,Health & Beauty,7.0,0.0
Free Period Press,Office,10.0,0.0
Free Range Equipment,Luggage & Bags,20.0,0.0
Free Spirit Shop,Jewelry,10.0,0.0
Free the Ocean,Household,15.0,0.0
Free2move,Car Rental,0.0,200.0
Freebeat,Exercise & Fitness,8.0,0.0
Freedare,Sporting Goods,8.0,0.0
Freedom Fatigues,Clothing & Apparel,8.0,0.0
Freedom Off-Road,Motor Vehicle Parts,5.0,0.0
Freedom USA Sales,Hunting & Shooting,0.25,0.0
FreedomGPT,Software,45.0,0.0
FreedomPop,Consumer Services,7.0,10.0
Freein,Health & Wellness,5.0,0.0
Freeletics,Exercise & Fitness,16.0,0.0
Freesky,Motor Vehicle Electronics,1.0,0.0
Freeze Defense,Clothing & Apparel,10.0,0.0
Fresent LLC,Consumer Services,45.0,0.0
Fresh Farms Eliquid LLC,e-Cigarettes & Vaporizers,25.0,0.0
Fresh Rags,Clothing & Apparel,5.0,0.0
Fresh Vine Wine,Wine,10.0,0.0
Fresh Wave,Supplies,8.0,0.0
"Freshine Products, Inc",Hair Accessories,10.0,0.0
Freshworks,Advertising & Marketing,20.0,0.0
Freya,Beauty & Cosmetics,10.0,0.0
FridayParts,Motor Vehicle Parts,4.0,0.0
Friend of Mine,Consumer Services,20.0,0.0
FriendWithA,Sporting Goods,0.0,25.0
Friendly Songs,Music,20.0,0.0
Frigidaire,Appliances,6.0,0.0
Frndly TV,Media,0.0,10.0
Frog Hollow Farm,Food & Beverage,5.0,0.0
Frolic & Fun,Baby Toys & Activity Equipment,5.0,0.0
Frontier Communications,Internet Services,0.0,250.0
Frontline Optics,Sunglasses,3.0,0.0
Frozen Garden,Food & Beverage,6.0,0.0
FruitBouquets,Food & Gourmet,6.0,0.0
Fruugo,Department Stores,80.0,0.0
Frye & Co.,,3.0,0.0
Frēda Salvador,Shoes,8.0,0.0
Fuel Meals,Food & Beverage,30.0,0.0
Full Compass Systems,Consumer Electronics,4.0,0.0
Full Windsor,Household,1.0,0.0
FullyVital,Personal Care,10.0,0.0
Fumot,e-Cigarettes & Vaporizers,5.0,0.0
Fun.com,Gifts,8.0,0.0
Function101,Consumer Electronics,5.0,0.0
Funtastic Labels,Office,5.0,0.0
Funwater,Boating & Water Sports,10.0,0.0
Furbish Studio,Household,8.0,0.0
Furcy Botanik,Health & Beauty,10.0,0.0
Furla,Clothing & Apparel,12.0,0.0
Furnaza Home Furniture,Furniture,5.0,0.0
Furtuna Skin,Beauty & Cosmetics,6.0,0.0
Fuse Lenses,Sunglasses,3.0,0.0
Fusion Pain Solutions,Health & Beauty,10.0,0.0
Fusion Thermal,Camera & Optic Accessories,7.0,0.0
Future,Exercise & Fitness,0.0,8.0
Future Kind,Vitamins & Supplements,40.0,0.0
FutureLearn,Online Courses,13.6,0.0
FyreLux,e-Cigarettes & Vaporizers,10.0,0.0
Fysetc,3D Printers,5.0,0.0
Fyta,Lawn & Garden,25.0,0.0
Félix Technologies (US),Financial,0.0,10.0
G Adventures,Vacation Packages,7.0,0.0
"G DATA Software, Inc.",Software,25.0,0.0
G&B Negozionline,Clothing & Apparel,10.0,0.0
GA-DE Cosmetics,Beauty & Cosmetics,10.0,0.0
GA.MA Professionals,Health & Beauty,15.0,0.0
GAFLY,Toys,10.0,0.0
GAIM,Weapons,12.0,0.0
GBRS Group Gear,Outdoor Recreation,3.0,0.0
GE Appliances,Appliances,2.0,0.0
GE Appliances Parts & Accessories,Household,2.0,0.0
GEM,Vitamins & Supplements,20.0,0.0
GENUWII,Clothing & Apparel,50.0,0.0
GETPAIRR,Vehicles & Parts,8.0,0.0
GIFTSTUDIO,Personalized gifts,20.0,0.0
GIR,Kitchen & Dining,15.0,0.0
GLYTCH Energy,Vitamins & Supplements,8.0,0.0
GMKtek,Computers & Accessories,5.0,0.0
GMO-Z.com,Computers & Accessories,20.0,0.0
GO Airlink NYC,Air,5.0,0.0
GO MD USA,Health & Wellness,0.0,5.0
GOAT BOXCO,Outdoor Recreation,10.0,0.0
GOFLUO,Clothing & Apparel,5.0,0.0
GOG,Video Games,6.0,0.0
GOHUNT,Outdoor Recreation,5.0,0.0
GOLF Partner,Golf,7.0,0.0
GOO GOO Hair,Beauty & Cosmetics,7.0,0.0
GOOD BUY GEAR,Babies & Kids,3.0,0.0
GOODSTONE,Jewelry,4.0,0.0
GOVIEW,Camera & Optics,8.0,0.0
GOVSHADES,Sunglasses,0.0,3.0
GPO USA,Outdoor Recreation,8.0,0.0
GRACE & ABLE,Consumer Services,15.0,0.0
GRACE KARIN,Clothing & Apparel,15.0,0.0
GRANA,Accessories,15.0,0.0
GREEN,Food & Beverage,20.0,0.0
GRILLKILT,Clothing & Apparel,5.0,0.0
GSI Outdoor,Camping & Hiking,7.0,0.0
GTB LLC,Alcohol / Beer,10.0,0.0
GTM Original,Accessories,10.0,0.0
GTRACING,Furniture,2.4,0.0
GTSP Auto Parts,Motor Vehicle Parts,10.0,0.0
"GUANGDONG TUOBITUO TECHNOLOGY CORP., LTD",Kitchen & Dining,10.0,0.0
GUNSAFES.COM,Weapons,5.0,0.0
GX PUMP INC,Household,3.0,0.0
GaaLa,Clothing & Apparel,10.0,0.0
Gabb Wireless,Telephony,0.0,20.0
Gabriel & Co.,Jewelry,9.0,0.0
Gabriela Hearst,Clothing & Apparel,20.0,0.0
GadgetKlip,Hardware,13.0,0.0
Gaia Herbs,Vitamins & Supplements,6.0,0.0
Galison,Puzzles,2.0,0.0
Gallop Store,Animals & Pet Supplies,5.0,0.0
Gama Sonic,Lighting,7.0,0.0
Gambody Premium 3D Printing Files,Collectibles,12.0,0.0
Game Changer,Sporting Events,0.0,30.0
Game On!,Sporting Goods,7.0,0.0
GameDuell,Video Games,0.0,20.0
GameU,Online Courses,15.0,0.0
Gamedays Gear,Accessories,8.5,0.0
Gamefly,Video Games,10.0,15.0
Gameness,Clothing & Apparel,5.0,0.0
Gamer Saloon,Video Players & Recorders,0.0,25.0
Gamers Gate,Software,5.0,0.0
Gameseal,Video Game Consoles & Games,6.0,0.0
Gametime,Event Tickets,5.0,5.0
Gaming Intelligence,Football,0.0,8.0
GammonVillage,Board Games,10.0,0.0
Gamo,Weapons,7.0,0.0
Gantri,Lighting,4.0,0.0
Gaomon,Consumer Electronics,5.0,0.0
Garage Basics,Household,3.0,0.0
Garage Clothing,Clothing & Apparel,5.0,0.0
Garage Organization,Tools,3.0,0.0
GardeniaJewel,Jewelry,6.0,0.0
Garmentory,Clothing & Apparel,4.0,0.0
Garmont Outdoor,Shoes,4.0,0.0
Garneau,Clothing & Apparel,6.0,0.0
Garnet Hill,Clothing & Apparel,5.0,0.0
Garrett Leight,Sunglasses,10.0,0.0
Gate Video Smart Lock,Home Security Systems,5.0,25.0
Gates Flag & Banner,Consumer Services,5.0,0.0
Gathr Outdoors,Outdoor Living,8.0,0.0
Gatlan,Health & Beauty,0.0,50.0
Gaudenzi Boutique,Clothing & Apparel,12.8,0.0
Gear Infusion,Tools,10.0,0.0
GearAmerica,Car Rental,25.0,0.0
GearIT,Consumer Electronics,15.0,0.0
Gearharts Fine Chocolates,Desserts,10.0,0.0
Geckobrands,Outdoor Recreation,3.0,0.0
Geek Alliance LLC,Clothing & Apparel,1.0,0.0
Geekvape,e-Cigarettes & Vaporizers,10.0,0.0
Gel Blaster,Outdoor Play Equipment,15.0,0.0
Gel Press,Hobbies & Creative Arts,10.0,0.0
Gelato,B2B,0.0,12.0
Gelato Pique,Clothing & Apparel,12.0,0.0
Gem Stone King,Jewelry,10.0,0.0
Gemiini Systems,Health Care,10.0,0.0
Gemilal,Household,5.0,0.0
Gems by Ava,Jewelry,15.0,0.0
Gene Food,Diet & Fitness,15.0,0.0
General Assembly,Education,10.0,0.0
GeneralDots.com,Web Hosting & Domains,10.0,0.0
Generation Tea,Food & Gourmet,20.0,0.0
Genie Traveler,Travel,20.0,0.0
Gentlebands,Jewelry,12.0,0.0
Gentleman Jon,Personal Care,15.0,0.0
Georgie & Lou,Luggage & Bags,5.0,0.0
Gepur,Clothing & Apparel,6.4,0.0
Gerber Childrenswear,Clothing & Apparel,3.0,0.0
Gergana Ivanova,Clothing & Apparel,10.0,0.0
German Car Accessories,Vehicles & Parts,3.0,0.0
German Food Box,Food & Gourmet,0.0,20.0
German Slippers,Shoes,5.0,0.0
Geske,Health & Beauty,20.0,0.0
Gessato,Household,9.0,0.0
Get Golden,Snacks,10.0,0.0
Get Joy,Animals & Pet Supplies,30.0,0.0
Get Photo Blanket,Personalized gifts,5.0,0.0
Get Plenty,Clothing & Apparel,5.0,0.0
Get Shifted,Vitamins & Supplements,20.0,0.0
Get Smart Products,Arts & Crafts,8.0,0.0
Get The Label,Clothing & Apparel,3.0,0.0
Get Your Thing Inc,Furniture,8.0,0.0
GetSkiTickets.com,Skiing & Snowboarding,3.0,0.0
GetYourGuide,Travel,5.6,0.0
Getflix,Satellite TV & Radio,50.0,2.0
Gethai,Bed & Bath,10.0,0.0
Ghirardelli Chocolate,Food & Gourmet,8.0,0.0
Ghost Vapes,e-Cigarettes & Vaporizers,12.0,0.0
Ghostek LLC,Electronics Accessories,10.0,0.0
Ghostwriter Express,Books & Magazines,20.0,0.0
Gianna Shop,Health & Beauty,10.0,0.0
Giant Bomb,Media,0.0,3.2
Gibsonlook,Women,5.0,0.0
Gift Card Outlets,Gift Certificates,1.5,0.0
Gift Crates,Gifts,15.0,0.0
Giftomory,Gifts,20.0,0.0
GiftsDirect,Gift Baskets,3.0,0.0
GigSky,Internet Services,10.0,4.48
GigaNews,Computers & Accessories,0.0,50.0
Gigatech Gaming,Computers & Accessories,5.0,0.0
Gigatech Online,Consumer Electronics,5.0,0.0
Gigi Pip,Hats,6.4,0.0
Gillette,Health & Beauty,8.0,0.0
GillyGro,Consumer Services,25.0,0.0
Giordano,Wine,10.0,8.0
Girl Dangerous,Clothing & Apparel,15.0,0.0
Girl Nation,Jewelry,12.0,0.0
Girls Crew,Jewelry,10.0,0.0
Gisou,Health & Beauty,8.0,0.0
Giuseppe Zanotti,Clothing & Apparel,6.0,0.0
Givenchy Beauty,Health & Beauty,8.0,0.0
Gizmogo,Consumer Electronics,8.0,5.0
Giztop.com,Consumer Electronics,3.0,1.6632
Gladiator Lacrosse,Outdoor Recreation,6.0,0.0
Gladskin,Health & Beauty,14.0,0.0
Gladstn London,Handbags & Wallets,10.0,0.0
Glamermaid,Beauty & Cosmetics,10.0,0.0
Glamood,Clothing & Apparel,5.0,0.0
Glamsquad,Consumer Services,7.0,0.0
Glass.com,Furniture,0.0,10.0
Glasseslit,Sunglasses,20.0,0.0
Glassguard,Household,12.0,0.0
Glasshouse Fragrances,Health & Beauty,8.0,0.0
Gleeride,Motor Vehicle Electronics,3.0,0.0
GlimmerGoddess,Health & Beauty,15.0,0.0
Glo Digital,Yoga & Pilates,0.0,15.0
Glo Skin Beauty,Health & Beauty,10.0,0.0
Global Equipment Company,B2B,4.0,0.0
Global Golf,Golf,6.0,0.0
Global YO,Software,15.0,0.0
Globus,Tours,8.0,0.0
Gloryboard,Home Decor,10.0,0.0
Glossier,Beauty & Cosmetics,4.0,0.0
Glow,Health & Beauty,3.0,25.0
GlowWarmy,Home Decor,5.0,0.0
Gnarly,Vitamins & Supplements,15.0,0.0
Go Ape,Outdoor Recreation,5.0,0.0
Go Gear Direct,Hunting & Shooting,8.0,0.0
Go2Africa,Travel,2.0,30.0
GoCardless,Consumer Services,0.0,50.0
GoDonut,External Components,0.0,15.0
GoFun,Local Deals,7.0,30.0
GoMoWorld,Software,15.0,0.0
GoPure Pod,Kitchen & Dining,12.0,0.0
GoSkills,Online Courses,10.0,0.0
GoSun,Outdoor Recreation,10.0,0.0
GoTo Resolve,Software,0.0,100.0
GoToConnect,B2B,0.0,5.0
GoToMyPC,Software,0.0,115.0
GoToSea,Cruises,6.0,0.0
Goal Zero,Consumer Electronics,7.0,0.0
Goalsetter Basketball,Basketball,5.0,0.0
Gobble,Food & Gourmet,0.0,15.0
Gobi Cashmere,Clothing & Apparel,20.0,0.0
Godeal24,Consumer Electronics,9.0,0.0
GogglesNMore.com,Contacts & Glasses,5.5,0.0
Going,Air,0.0,16.0
"Going, Going, Gone!",Clothing & Apparel,4.0,0.0
Golden Goose,Shoes,4.8,0.0
Golden Mate,Batteries,10.0,0.0
Golden NYC Jewelry,Jewelry,30.0,0.0
Golden Root,Condiments & Sauces,15.0,0.0
Golden State Warriors Shop,Athletics,8.0,0.0
Golden Tours,Tours,10.0,0.0
Goldenerre,Watches,5.0,0.0
Goldfish Distro,CBD,15.0,0.0
Goldie Lewinter,Clothing & Apparel,10.0,0.0
Golf Avenue,Sporting Goods,2.0,0.0
Golf Direct Now,Golf,3.0,0.0
Golf Division,Golf,5.0,0.0
Golf Galaxy,Golf,4.0,0.0
Golf Pad Inc,Golf,1.0,0.0
GolfApparelShop.com,Golf,4.0,0.0
GolfBreaks Inc (US),Golf,0.0,10.0
GolfForever,Sporting Goods,5.0,0.0
Golfballs.com,Golf,8.0,0.0
Gollee Cosmetics Limited,Beauty & Cosmetics,16.0,0.0
Gonex,Luggage & Bags,7.0,0.0
Good & True Media,Books & Magazines,20.0,0.0
Good Chop,Food & Gourmet,0.0,40.0
Good Friend Shop Inc.,Fragrance & Cologne,12.0,0.0
Good Good,Food & Gourmet,10.0,0.0
Good Laundry,Consumer Services,0.0,8.0
Good Organics,Vitamins & Nutrition,15.0,5.0
Good Sam,Vehicle Insurance,8.0,0.0
GoodCharlie,Consumer Services,0.0,50.0
GoodSAM Small Farms,Food & Gourmet,15.0,0.0
GoodTrust,Real Estate,0.0,30.0
Goodee World,Household,3.0,0.0
Goodful Wellness (US),Sex Toys,35.0,0.0
Goodness Lover,Vitamins & Supplements,10.0,0.0
Goodvibesleep,Bed & Bath,5.0,0.0
Gooseberry Intimates Ltd,Clothing & Apparel,10.0,0.0
Gorilla Mind,Vitamins & Supplements,5.0,0.0
Gorilla Wear,Clothing & Apparel,10.0,0.0
Gossamer Gear,Camping & Hiking,8.0,0.0
Got Your Gear,Outdoor Recreation,6.4,0.0
"Gothic Clothing Co.,Limited",Costumes,10.0,0.0
Gottman,Consumer Services,20.0,1.0
Gourmet Food World,Food & Gourmet,10.0,0.0
Gourmet Gift Basket Store,Gift Baskets,10.0,0.0
GourmetFoodStore,Food & Gourmet,10.0,0.0
Grabie,Hobbies & Creative Arts,0.5,0.0
Grace Farms Foods,Beverages,12.0,0.0
Gracious Style,Household,8.5,0.0
Grad Prep,Online Courses,1.0,0.0
Grade Potential,Education,0.0,100.0
GraduatePro,Clothing & Apparel,8.0,0.0
GraduationMall,Holidays & Occasions,8.0,0.0
Graficona,Home Decor,10.0,0.0
Graham & Brown,Household,1.0,0.0
Graham + Fisk's,Wine,15.0,0.0
Grailed,Clothing & Apparel,8.8,0.0
Granado,Fragrance & Cologne,2.0,0.0
Grand Canyon West,Travel,5.0,0.0
Grand Slam New York,Clothing & Apparel,1.0,0.0
Grandbazaarist,Food & Gourmet,10.0,0.0
Grande Cosmetics,Beauty & Cosmetics,15.0,0.0
Grandy Organics,Food & Gourmet,5.0,0.0
Graphic Audio,Media,30.0,0.0
Grasscity,CBD,8.0,0.0
Grasshopper Group,B2B,88.0,100.0
Grassland Beef,Food & Gourmet,3.0,0.0
Grassracks,Sporting Goods,10.0,0.0
Grassroots Harvest,CBD,20.0,0.0
Gravel,Travel,3.0,0.0
Gravity Fitness,Exercise & Fitness,8.0,0.0
Gravity Forms,Web Hosting & Domains,20.0,0.0
Gravity Stunts,Sporting Goods,8.0,0.0
Great Bay Home,Furniture,15.0,0.0
Great CBD Shop,CBD,15.0,0.0
Great Lakes Wellness,Vitamins & Supplements,6.0,0.0
Great Low Carb Bread Company,Food & Gourmet,1.0,0.0
Great Wolf Lodge,Amusement & Theme Parks,2.0,0.0
GreatCanvasPrints,Photo & Canvas Services,4.0,0.0
"GreatStar Industrial USA, LLC",Tools,5.0,0.0
GreaterGood,Department Stores,2.0,0.0
Greats,Shoes,5.0,0.0
Grecell,Consumer Electronics,5.0,0.0
Greek House,Clothing & Apparel,10.0,0.0
Green & Black's,,6.0,0.0
Green Bean Buddy,Household,30.0,0.0
Green Goddess Supply,Tobacco,10.0,0.0
Green Herbal Care,CBD,20.0,0.0
Green Motion,Travel,6.5,0.0
Green Roads,CBD,30.0,0.0
Green Valley Nutrition,Consumer Services,25.0,0.0
Green Water Sports,Boating & Water Sports,3.0,0.0
GreenFi,Flowers,0.0,65.0
GreenPan,Household,7.0,0.0
Greenfee365,Travel,6.4,0.0
Greenlight,Financial,76.8,40.0
Greenoepower,Camping & Hiking,15.0,0.0
Greentoe,Appliances,2.0,0.01
Greenworks Tools,Lawn & Garden,6.0,0.0
Greeting Card Universe,Gifts,3.2,0.0
Greyhound,Travel,2.4,0.0
Greys,Fishing,10.0,0.0
Grilla Grills,Outdoor Living,6.0,0.0
Gritr Gear,Weapons,7.0,0.0
Groceries Apparel,Clothing & Apparel,10.0,0.0
Grokker,Exercise & Fitness,0.0,20.0
Groomie,Hair Accessories,0.0,30.0
Groove,Vitamins & Nutrition,6.0,0.0
Ground Luxe,Bed & Bath,10.0,0.0
Groundfloor,Financial,0.0,100.0
Groundies,Shoes,8.0,0.0
GroundingTime,Bed & Bath,15.0,0.0
Groundworks,Construction,5.0,0.0
Group Rental,Vacation Packages,3.0,0.0
Groupmail Ltd.,Internet Services,30.0,0.0
Grouport,Professional Services,18.0,0.0
Grow Ace,Yard & Garden,10.0,0.0
Grow Credit,Financial,0.0,10.0
GrowTal,Advertising & Marketing,0.0,500.0
Growatt,Consumer Electronics,5.0,0.0
Gruff + Tumble,Underwear & Socks,12.0,0.0
Gryph & Ivy Rose,Health & Beauty,10.0,0.0
"Guangzhou Anshenger Jewelry Co., Ltd.",Jewelry,20.0,0.0
Guangzhoumaiyuandianzishangwuyouxiangongsi\,Music,10.0,0.0
GuateGo,Travel,4.0,0.0
Guess Marciano,Clothing & Apparel,4.0,0.0
Guest In Residence,Clothing & Apparel,15.0,0.0
Guibert,Clothing & Apparel,10.0,0.0
GuideLight,Lighting,0.0,16.5
Guild Wars 2,Video Game Consoles & Games,10.0,0.0
Gundry Health,Health Care,10.0,0.0
Gunner Kennels,Dog Supplies,6.0,0.0
Gunny Sack and Co,Clothing & Apparel,10.0,0.0
Guta,Consumer Services,5.0,0.0
Guzzle H2O,Hardware,7.0,0.0
Gymproluxe,Exercise & Fitness,10.0,0.0
H&R Block,Tax Services,1.0,0.0
HABA,Toys & Games,7.0,0.0
HALF BAK'D,CBD,25.0,0.0
HBM Machines,Tools,5.0,0.0
HBX,Clothing & Apparel,10.0,0.0
HCK Refrigeration,Household,12.0,6.0
HDJ Sign,Signage,20.0,0.0
HEAD,Sporting Goods,4.8,0.0
HEAL Fashion,Clothing & Apparel,10.0,0.0
HECS Hunting,Hunting & Shooting,7.0,0.0
HELAS Jewelry,Jewelry,10.0,0.0
HI CROCHET,"Dolls, Playsets & Toy Figures",25.0,0.0
HIFIMAN,Consumer Electronics,5.0,0.0
HIGHR Collective,Health & Beauty,20.0,0.0
HIKERS Co.,Belts,10.0,0.0
HITWAY,Cycling,15.0,0.0
HK Resale,Hardware,8.0,0.0
HOLISTIK Wellness,CBD,20.0,0.0
HOMER Learn-to-Read Program,Education,6.0,0.0
HOMVANA,Household,10.0,0.0
HOSTING.co.uk,Web Hosting & Domains,50.0,0.0
HOUSEPLANS,Home Decor,5.0,10.0
HP Instant Ink,Office,0.0,11.0
HP Sprocket,"Print, Copy, Scan & Fax",10.0,0.0
HRKGame,Video Games,5.0,0.0
HSIA,Clothing & Apparel,8.0,0.0
HTC Vive and HTC Phone,Consumer Electronics,4.0,0.0
HULALA HOME,Furniture,10.0,0.0
HUNK Menswear,Clothing & Apparel,10.0,0.0
HWK Moto,Motor Vehicle Electronics,25.0,0.0
HYER GOODS,Accessories,5.0,0.0
HYLUNIA SKINCARE,Health & Beauty,15.0,0.0
HYTE,Computers & Accessories,0.8,0.0
HZY TRADING LIMITED,Accessories,8.0,0.0
Haand,Appliances,10.0,0.0
Haband,Women,5.0,0.0
Habibi Lux Products LLC,Fragrance & Cologne,1.0,0.0
Habit,Food & Beverage,10.0,0.0
Habitual,Baby & Kids,8.0,0.0
Hacienda Doka,Travel,15.0,0.0
HairClub,Health & Beauty,10.0,0.0
HairMax,Personal Care,10.0,0.0
Hairburst,Vitamins & Supplements,10.0,0.0
Hairdo USA,Health Care,10.0,0.0
Hairinbeauty,Hair Accessories,8.0,0.0
Halara,Clothing & Apparel,5.0,0.0
Halcyon Coast (US),Fragrance & Cologne,15.0,0.0
Hale Breathing,Health & Beauty,0.0,16.0
Hale Sky,Handbags & Wallets,8.0,0.0
Half Asleep,Women,16.0,0.0
Half Day,CBD,20.0,0.0
Halfdays,Clothing & Apparel,10.0,0.0
Hallett Gutter Supply,Building Supplies,20.0,0.0
Halo Board,Outdoor Recreation,8.0,0.0
Halo Collar,Animals & Pet Supplies,7.0,0.0
Haloral,Personal Care,30.0,0.0
Hammitt,Luggage & Bags,7.0,0.0
Hampui Hats,Hats,10.0,0.0
Han Ao,Consumer Services,5.0,0.0
Hana Emi,Health & Beauty,10.0,0.0
Handle Stash,Cycling,3.0,0.0
HandmadePiece,Household,10.0,0.0
HandsGroups,e-Cigarettes & Vaporizers,5.0,0.0
Handso,Health & Beauty,1.0,0.0
"Handy Maker Co., LLC.",Consumer Services,10.0,0.0
"Hangzhou LXYH co.,Ltd",Sex Toys,5.0,0.0
Hanky Panky,Clothing & Apparel,4.8,0.0
HansonEllis,Weddings,7.0,0.0
Hape,Baby Toys & Activity Equipment,20.0,0.0
Happier,Consumer Services,16.0,0.0
Happiest Baby,Babies & Kids,10.0,25.0
Happy Box Store,Personalized gifts,6.0,0.0
Happy Curves,Personal Care,15.0,0.0
Happy Dance,CBD,20.0,0.0
Happy Healthy Hippie,Vitamins & Supplements,10.0,0.0
Happy Hippo,Tobacco,5.0,0.0
Happy Mammoth,Vitamins & Supplements,10.0,0.0
Happy Manager,B2B,10.0,0.0
Happy Paws,Animals & Pet Supplies,20.0,0.0
Happy Pop,Food & Gourmet,10.0,0.0
HappyNest Laundry Service,B2B,0.0,35.0
HappyPatina US,Accessories,10.0,0.0
HappyRun,Cycling,1.0,0.0
Harbor Compliance,B2B,80.0,200.0
Hard Money University (US),Financial,10.0,0.0
Harklinikken,Health & Beauty,5.0,0.0
Harley-Davidson,Motor Vehicle Parts,5.0,0.352
Harmony CBD,CBD,5.0,0.0
Harper Wilde,Underwear & Socks,10.0,0.0
Harry Potter and the Cursed Child - Broadway,Event Tickets,4.8,0.0
Harry's,Health & Beauty,7.0,5.0
Hartmann,Luggage & Bags,5.0,0.0
Harvey Nichols,Clothing & Apparel,9.6,0.0
Hatch,Bed & Bath,5.0,0.0
Hatch Collection,Maternity,8.0,0.0
Hatley,Clothing & Apparel,5.0,0.0
Hats.com,Hats,10.0,0.0
Hatshopping,Hats,5.5,0.0
Hauslane,Appliances,2.0,0.0
Havaianas,Shoes,13.0,0.0
Haven Well Within,Clothing & Apparel,5.0,0.0
Havenly,Home Decor,5.0,0.0
Hawaii Coffee Company,Food & Gourmet,10.0,0.0
Hawke,Outdoor Recreation,8.0,0.0
Hayman Coffee,Beverages,6.0,0.0
Headbanger Lures,Fishing,10.0,0.0
Headout,Travel,5.0,0.0
Headway,Consumer Services,0.0,42.0
Heal Conscious,Health Care,10.0,0.0
Heal the Masses LLC,Health Care,15.0,0.0
Health Dose,Vitamins & Supplements,25.0,0.0
Health Fitness & Longevity 4HFL.com,Diet & Fitness,6.0,0.0
HealthLabs,Health Care,30.0,0.0
HealthVape,e-Cigarettes & Vaporizers,5.0,0.0
Healthspan Lab LLC,Health Care,20.0,0.0
HealthworxCBD,CBD,40.0,0.0
Healthy Extracts,Vitamins & Supplements,25.0,0.0
Healthy Heights,Vitamins & Nutrition,8.0,0.0
HealthyBaby,Baby Health,4.0,0.0
HealthyMale,Vitamins & Supplements,50.0,0.0
HealthyWage,Diet & Fitness,0.0,60.0
Healthycell,Vitamins & Supplements,20.0,0.0
HearBetter,Health Care,25.0,0.0
HearDirectClub,Health Care,10.0,0.0
Heart + Honey,Sex Toys,10.0,0.0
Heartland Vet Supply,Animals & Pet Supplies,6.0,0.0
Heat & Cool,Household,4.0,0.0
"Hebei Youchang Technology Co., Ltd",Dance & Gymnastics,0.0,30.0
Hedley & Bennett,Kitchen & Dining,8.0,0.0
Hegen,Beauty & Cosmetics,10.0,0.0
Heidi Merrick,Women,5.0,0.0
Heimdal Security,Software,75.0,0.0
Heirloom,Gifts,10.0,0.0
Heirloom Amalgam,Clothing & Apparel,15.0,0.0
Heirloom Hourglass,Jewelry,10.0,0.0
Heist,Clothing & Apparel,7.0,0.0
Helcim,Financial,0.0,100.0
Helios,Sporting Goods,5.0,0.0
Helium 10,B2B,100.0,0.0
Helius Originals,Alcohol / Beer,8.0,0.0
Hello Bello,Babies & Kids,3.0,0.0
Hello Prenup,Weddings,0.0,100.0
Hello Tickets,Travel,5.0,0.0
Hello.cv,Consumer Services,20.0,0.0
