Merchant Name,Category Name,Country code,c. Total Coupons,% Rate,Flat Rate
RYL,Beverages,US,0,10.00%,
Freeze Defense,Clothing & Apparel,US,0,10.00%,
Radlove,Furniture,US,0,7.00%,
SlumberPod,Baby Toys & Activity Equipment,US,0,3.00%,
YARLAP,Health & Beauty,US,0,10.00%,
Hampui Hats,Hats,US,0,10.00%,
Yoshino Power,Batteries,US,0,5.00%,
Gonex,Luggage & Bags,US,0,7.00%,
United Tax,Consumer Services,US,0,,100
Best In Wellness,Vitamins & Supplements,US,0,8.00%,
Urban Moonshine,Health & Beauty,US,0,15.00%,
Trampolines.com,Outdoor Play Equipment,US,0,4.00%,
Venus Visage,Health Care,US,0,15.00%,
Smoko Inc,Collectibles,US,0,10.00%,
Tannsen,Consumer Electronics,US,0,5.00%,
Healthspan Lab LLC,Health Care,US,0,20.00%,
Revision Learning,Education,US,0,5.00%,
GadgetKlip,Hardware,US,0,13.00%,
FRS Clipper,Travel,US,0,5.00%,
Local Bag Company,Luggage & Bags,US,0,15.00%,
Vivtone Hearing,Health Care,US,0,15.00%,
Kayo Auto,Vehicle Safety & Security,US,0,25.00%,
Kansept Knives,Weapons,US,0,6.00%,
Overstock Ink,Ink,US,0,16.00%,
Lany Space,Rugs & Flooring,US,0,2.50%,
Reed Smythe & Company,Home Decor,US,0,3.00%,
JDiction,Arts & Crafts,US,0,10.00%,
Edifier,Audio,US,0,10.00%,
Beer Darts,Games,US,0,20.00%,
Translayte,B2B,US,0,10.00%,
Scribble,Consumer Services,US,0,10.00%,
Riti,Vitamins & Supplements,US,0,15.00%,
Mons Pura,Vitamins & Supplements,US,0,20.00%,
Hem Healer LLC,Vitamins & Supplements,US,0,30.00%,
American Water Resources,Consumer Services,US,0,1.00%,0.01
Hatshopping,Hats,US,0,5.50%,
K-Way Canada,Clothing & Apparel,US,0,10.00%,
ROCKSOLAR,Green Living (Eco-Friendly),US,0,6.00%,
View Boston,Event Tickets,US,0,11.20%,
Bellissima,Health & Beauty,US,0,3.00%,
Nursing Shoes,Shoes,US,0,10.00%,
Origin Mattress,Bed & Bath,US,0,20.00%,
Klean Kanteen,Kitchen & Dining,US,0,20.00%,
Peachy Airport Parking,Travel,US,0,5.00%,
Hemptress,Personal Care,US,0,20.00%,
Rare Carat,Jewelry,US,0,5.00%,0
Foot Store,Soccer,US,0,5.00%,
Tealerlab,CBD,US,0,10.00%,
Nitrado,Video Game Consoles & Games,US,0,100.00%,
International Drivers Association,Consumer Services,US,0,20.00%,
Baffin Footwear & Apparel,Shoes,US,0,5.00%,0
Traditional Medicinals,Beverages,US,0,6.00%,0
Norlan,Kitchen & Dining,US,0,5.00%,0
Velia,Consumer Services,US,0,30.00%,
Private MD Labs,Health Care,US,0,10.00%,
PoundFun,Toys & Games,US,0,8.00%,
IELTS Practice Tests,Online Courses,US,0,16.00%,
Baskits,Gift Baskets,US,0,5.00%,
The Organic Pharmacy,Beauty & Cosmetics,US,0,3.00%,
Ancient + Brave,Beverages,US,0,5.00%,3
Trends Critical,Consumer Services,US,0,20.00%,
ai.law,Legal Services,US,0,15.00%,
Grade Potential,Education,US,0,,100
Ella Stein,Jewelry,US,0,10.00%,
iCEBOX,Beauty & Cosmetics,US,0,10.00%,
Gallop Store,Animals & Pet Supplies,US,0,5.00%,
SolaRosette,Beauty & Cosmetics,US,0,10.00%,
Virena - Beauty & Skincare,Beauty & Cosmetics,US,0,20.00%,
Coterie,Diapering,US,0,4.00%,50
JCPenney Portraits,Photo & Canvas Services,US,0,,7
Totter and Tumble,Baby Safety,US,0,5.00%,0
The Liverpool Pass,Travel,US,0,4.00%,
Evolution Salt,Fishing,US,0,5.00%,
Ciarra,Kitchen & Dining,US,0,8.00%,
Florence by mills,Health & Beauty,US,0,5.00%,
PQ Swim,Clothing & Apparel,US,0,8.00%,
Beautyblender,Beauty & Cosmetics,US,0,10.00%,
Aced It Co,Household,US,0,7.00%,
Mila Cares,Household,US,0,6.00%,
Garnet Hill,Clothing & Apparel,US,0,5.00%,
Eureka Ergonomic,Furniture,US,0,4.00%,
MyFirst,Consumer Electronics,US,0,10.00%,
Rug and Rugs,Rugs & Flooring,US,0,4.00%,
Lucky2Go WW,Travel,US,0,8.00%,
MARTA LARSSON,Jewelry,US,0,8.00%,
A Retro Tale,Handbags & Wallets,US,0,5.00%,
TONS Pittsburgh,Clothing & Apparel,US,0,15.00%,0
Dieux Skin,Health & Beauty,US,0,5.00%,
Discipline Industries,Exercise & Fitness,US,0,10.00%,4
Tempo by Home Chef,Food & Gourmet,US,0,,10
Nickey Kehoe,Household,US,0,5.00%,0
House of Sunny,Clothing & Apparel,US,0,10.00%,
Fjallraven Shop,Clothing & Apparel,US,0,5.60%,
KLEVGR.,Arts & Entertainment,US,0,12.00%,
Cannadips,CBD,US,0,10.00%,
Homefi,Internet Services,US,0,60.00%,25
StickerGiant,Advertising & Marketing,US,0,5.00%,
Happy Box Store,Personalized gifts,US,0,6.00%,
Tekto Knives,Weapons,US,0,7.50%,
Try Nood,Personal Care,US,0,10.00%,
Yoga Hustle,Exercise & Fitness,US,0,7.00%,
Out&Back Outdoor,Outdoor Recreation,US,0,8.00%,
KeepYourHomeIP,Internet Services,US,0,5.00%,
WiTopia,Internet Services,US,0,100.00%,
Viking Culinary Products,Kitchen & Dining,US,0,6.00%,
BlackStrap,Outdoor Recreation,US,0,10.00%,
DealMirror,Software,US,0,15.00%,
Swirl Wine Shop,Wine,US,0,8.00%,
Jeanerica,Women,US,0,10.00%,0
Sqairz Golf,Shoes,US,0,10.00%,0
John Boos & Co.,Kitchen & Dining,US,0,9.00%,
Cook and Becker,Home Decor,US,0,12.00%,
Milli,Personal Care,US,0,15.00%,
VIDESI,Women,US,0,10.00%,
ROMP,Sex Toys,US,0,1.00%,
RE.STATEMENT,Women,US,0,10.00%,
Valley Bank,Financial,US,0,,150
Mudpuppy,Educational Toys,US,0,2.00%,
Mizuba Tea Co.,Food & Beverage,US,0,10.00%,
Puma Golf and Cobra Golf,Golf,US,0,6.00%,0
TAKE OFF Luggage,Luggage & Bags,US,0,10.00%,
Benchmark Abrasives,Tools,US,0,5.00%,
City Boy Coffee,Beverages,US,0,10.00%,
Bloom and Rise,Health Care,US,0,10.00%,
Helt Studio,Clothing & Apparel,US,0,2.00%,
Kascadia Wine,Wine,US,0,15.00%,
Tan Mujiang,Personal Care,US,0,5.00%,
Unity Bakery,Baking Supplies,US,0,5.00%,
BMI Doctors,Health Care,US,0,7.00%,
Tulip,Storage and Organization,US,0,8.00%,
Eighty Six Group,e-Cigarettes & Vaporizers,US,0,25.00%,
Aniioki,Motor Vehicle Electronics,US,0,3.00%,
Astek,Household,US,0,10.00%,
Reve Diamonds,Jewelry,US,0,10.00%,
Huug,Clothing & Apparel,US,0,7.00%,
"Entosense, LLC",Food & Beverage,US,0,10.00%,
Emensuits,Men,US,0,10.00%,
Graham + Fisk's,Wine,US,0,15.00%,
Miroir,Consumer Electronics,US,0,5.00%,
Interactive Aquarium Cancun,Event Tickets,US,0,9.00%,
The Green Planet,Vacation Packages,US,0,4.50%,
PersonalHour,Sporting Goods,US,0,5.00%,
Jems for All,Erotic,US,0,50.00%,50
NOVA3D,3D Printers,US,0,15.00%,
Porland,Kitchen & Dining,US,0,20.00%,
Esme,Underwear & Socks,US,0,15.00%,
JHY Design,Home Decor,US,0,20.00%,
Meems,Baby & Kids,US,0,10.00%,1
Biotulin,Personal Care,US,0,15.00%,
Retechtronics,Consumer Electronics,US,0,20.00%,
ASPENX,Skiing & Snowboarding,US,0,15.00%,
VectorVest,Financial,US,0,,15
Promova,Online Courses,US,0,40.00%,
Le Wand Massager,Sex Toys,US,0,10.00%,
HALF BAK'D,CBD,US,0,25.00%,
Nu Sensuelle,Sex Toys,US,0,10.00%,
Intrepid Camp Gear,Camping & Hiking,US,0,7.00%,
Palm Pine Skincare,Personal Care,US,0,10.00%,
Insulation4less,Building Supplies,US,0,2.00%,
Sachi Skin,Health & Beauty,US,0,10.00%,
GoodTrust,Real Estate,US,0,,30
PurelyB Inc,Vitamins & Nutrition,US,0,20.00%,
JESSIE Boutique,Women,US,0,6.00%,
ROARI,Clothing & Apparel,US,0,15.00%,
Lux Unfiltered,Beauty & Cosmetics,US,0,20.00%,
Silver Cross,Baby Toys & Activity Equipment,US,0,12.00%,
Angel Bliss,Baby Toys & Activity Equipment,US,0,10.00%,
OMORPHO,Athletics,US,0,12.00%,
INKEEZE,Health & Beauty,US,0,10.00%,
Anifurry Blankets,Home Decor,US,0,10.00%,
SunShader Inc,Accessories,US,0,10.00%,
DKK Enterprises,Kitchen & Dining,US,0,6.00%,
wifiCFI,Internet Services,US,0,20.00%,
Guest In Residence,Clothing & Apparel,US,0,15.00%,
Soulout,Furniture,US,0,5.00%,
Happy Mammoth,Vitamins & Supplements,US,0,10.00%,
Heirloom Amalgam,Clothing & Apparel,US,0,15.00%,
Lariat Marketing Hub,Consumer Services,US,0,,99
Happy Manager,B2B,US,0,10.00%,
Zigleys,Personal Care,US,0,20.00%,
Gamedays Gear,Accessories,US,0,8.50%,
eSIM4Travel,Telephony,US,0,10.00%,
5 SENS Inc,Fragrance & Cologne,US,0,15.00%,
Original Sprout,Health & Beauty,US,0,10.00%,
VAPECLUTCH,Electronics Accessories,US,0,20.00%,
Braxley Bands,Electronics Accessories,US,0,2.50%,
Fount,Vitamins & Nutrition,US,0,20.00%,5
Cave and Post,Clothing & Apparel,US,0,15.00%,
ViQure,Personal Care,US,0,15.00%,
Rockets of Awesome,Baby & Kids,US,0,10.00%,20
Wandering Bud,Tobacco,US,0,5.00%,
Fancl,Health & Beauty,US,0,12.50%,
Nature Clear,Vitamins & Supplements,US,0,15.00%,
TestHQ,Online Courses,US,0,20.00%,
Rapid Rafter,Tools,US,0,10.00%,
SOHAMO,Cycling,US,0,5.00%,
DIVA,Health & Beauty,US,0,10.00%,
Gabriela Hearst,Clothing & Apparel,US,0,20.00%,
Rebecca Zung,Online Courses,US,0,10.00%,
Canvasback,Vehicle Safety & Security,US,0,5.00%,
SUPRENT GLOBAL,Personal Care,US,0,5.00%,
The Landmark Kids,Board Games,US,0,10.00%,
Brass Monkey,Arts & Crafts,US,0,2.00%,
Ivy Kids LLC,Card Games,US,0,3.00%,
1Dental,Insurance,US,0,50.00%,50
The Toe Spacer,Health Care,US,0,10.00%,
GammonVillage,Board Games,US,0,10.00%,
Study Plex,Online Courses,US,0,30.00%,
Wildly Organic,Organic,US,0,5.00%,
Activist Skincare,Personal Care,US,0,10.00%,
MarkShop,Cycling,US,0,3.00%,
Sonder Los Angeles,Kitchen & Dining,US,0,5.00%,
Seed Bank,CBD,US,0,20.00%,
Good & True Media,Books & Magazines,US,0,20.00%,
Oralift Ltd,Health & Beauty,US,0,15.00%,
LDMA,Clothing & Apparel,US,0,12.00%,
iShowerhead,Bed & Bath,US,0,20.00%,
"ASCENTION BEAUTY CO., INC",Fragrance & Cologne,US,0,25.00%,
9tofive,Clothing & Apparel,US,0,10.00%,
Gladiator Lacrosse,Outdoor Recreation,US,0,6.00%,
27 Miles Malibu,Clothing & Apparel,US,0,10.00%,
Bundle x Joy,Dog Supplies,US,0,20.00%,
RICHART,Desserts,US,0,15.00%,0
The OffBits,"Dolls, Playsets & Toy Figures",US,0,15.00%,0.1
ship7,Consumer Services,US,0,,5
Avenlur,Building Toys,US,0,4.00%,
Paul Stuart,Clothing & Apparel,US,0,4.00%,
Epicka,Electronics Accessories,US,0,20.00%,
the fileist,Accessories,US,0,20.00%,
Bluewater Dog,Dog Supplies,US,0,5.00%,
Small Wonder,Personal Care,US,0,5.00%,
MOOG LLC,Office,US,0,15.00%,
JCOS,Beauty & Cosmetics,US,0,20.00%,
Texas Freedom CBD,CBD,US,0,20.00%,
Alternative Airlines,Air,US,0,,10
Groundworks,Construction,US,0,5.00%,
Nature's Generator,Batteries,US,0,5.00%,
Easy Name Change LLC,Consumer Services,US,0,22.00%,
My Fancy Feast,Animals & Pet Supplies,US,0,8.00%,
Mysterium,Internet Services,US,0,40.00%,
Bromelia Swimwear,Women,US,0,20.00%,
Mimio Health,Vitamins & Supplements,US,0,10.00%,
Bags & Bows,Gifts,US,0,5.00%,0.05
MAGICMOTION INC.,Sex Toys,US,0,20.00%,
TIGERKING,Storage and Organization,US,0,2.00%,
Tucky,Accessories,US,0,10.00%,
MakeTime Wellness,Vitamins & Nutrition,US,0,10.00%,
All Moringa,Personal Care,US,0,10.00%,
Qidi Tech,3D Printers,US,0,5.00%,
KastKing,Fishing,US,0,6.40%,
Bellami Hair,Hair Accessories,US,0,1.00%,
Therapy of Trees,Vitamins & Supplements,US,0,10.00%,
Borboleta,Beauty & Cosmetics,US,0,15.00%,
Smiling Tree Toys,Baby Toys & Activity Equipment,US,0,8.00%,
MySoil,Yard & Garden,US,0,6.00%,
Reagan Sanai,Personal Care,US,0,5.00%,
Health Dose,Vitamins & Supplements,US,0,25.00%,
Alberto Nardoni,Clothing & Apparel,US,0,9.00%,
momi,Nursing & Feeding,US,0,10.00%,
ZikeTech,Consumer Electronics,US,0,15.00%,
Miseczki,Clothing & Apparel,US,0,5.00%,
Kiki Milk,Food & Beverage,US,0,4.00%,
Autio,Travel,US,0,30.00%,
LooHoo,Clothing & Apparel,US,0,15.00%,
HOMVANA,Household,US,0,10.00%,
HITWAY,Cycling,US,0,15.00%,
StoreYourBoard,Storage and Organization,US,0,8.00%,
L'ANZA,Health & Beauty,US,0,10.00%,
Art Carved,Jewelry,US,0,10.00%,
19/99 Beauty,Beauty & Cosmetics,US,0,15.00%,
Knesko Skin,Personal Care,US,0,22.00%,
Little Giraffe,Baby & Kids,US,0,14.00%,
"THEODOTS CO., LIMITED",Musical Instruments & Accessories,US,0,15.00%,
Britt x Beks,Home Decor,US,0,10.00%,
DistroKid,Music,US,0,25.00%,0
Hydrinity,Health & Beauty,US,0,25.00%,
Velous,Shoes,US,0,12.00%,
Get Shifted,Vitamins & Supplements,US,0,20.00%,
Coohom,Consumer Services,US,0,30.00%,
Moonshaft,Handbags & Wallets,US,0,5.00%,
Wellpath,Vitamins & Supplements,US,0,10.00%,
Simply Guitar,Musical Instruments & Accessories,US,0,,50
"Ballast Outdoor Gear, LLC",Bed & Bath,US,0,10.00%,
UNPAKFUL LIMITED,B2B,US,0,1.00%,
Ecoer,Clothing & Apparel,US,0,21.00%,
"Cerule International, LLC.",Vitamins & Supplements,US,0,,20
Chicsew,Clothing & Apparel,US,0,8.00%,
Renegade Game Studios,Video Games,US,0,10.00%,
DropshippingXL,Consumer Services,US,0,,30
XYON,Vitamins & Supplements,US,0,,20
YES Cacao,Desserts,US,0,15.00%,
woom,Cycling,US,0,8.00%,
Sculpfun,Consumer Electronics,US,0,6.00%,
"Chaptex Group, LLC",Health Care,US,0,7.00%,
iRESTORE,Personal Care,US,0,4.00%,
Simitri,Handbags & Wallets,US,0,3.00%,
Exponent Beauty,Personal Care,US,0,10.00%,
Our Recipe Tree,Food & Gourmet,US,0,17.50%,
EastWest Sounds,Music,US,0,10.00%,
Heal the Masses LLC,Health Care,US,0,15.00%,
Tricolordeer Inc,Household,US,0,10.00%,
Runhood,Batteries,US,0,5.00%,
RG,Jewelry,US,0,10.00%,
Cheerie Lane,Food & Beverage,US,0,20.00%,
Vega,Vitamins & Nutrition,US,0,7.00%,
Jenny Patinkin,Health & Beauty,US,0,15.00%,
Re-Play,Babies & Kids,US,0,15.00%,
Headout,Travel,US,0,5.00%,
Pinko,Clothing & Apparel,US,0,6.00%,
Armitron,Watches,US,0,15.00%,
IMILAB,Home Security Systems,US,0,8.00%,
Ambir,B2B,US,0,10.00%,
Ergo-Pedic,Bed & Bath,US,0,10.00%,
COBA Board Plus,Diet & Fitness,US,0,8.00%,
dermavitality,Health & Beauty,US,0,15.00%,
Lightricks,Software,US,0,0.00%,200
PLAINANDSIMPLE,Clothing & Apparel,US,0,6.00%,
Dive Addicts,Boating & Water Sports,US,0,5.00%,
roomLift,Household,US,0,3.00%,
Big Discoveries,Educational Toys,US,0,12.00%,
Apex Club,Camping & Hiking,US,0,10.00%,
L'Amour Pearls,Jewelry,US,0,3.00%,
Stand 1 Armory,Weapons,US,0,3.00%,
SoundFun Corporation,Audio,US,0,15.00%,
Minor History,Handbags & Wallets,US,0,10.00%,
NKASIOBI,Clothing & Apparel,US,0,10.00%,
Playfulsextoy,Sex Toys,US,0,20.00%,
Lamicall,Accessories,US,0,10.00%,
LANGY SOLAR LIGHTS,Lighting,US,0,8.00%,
Geske,Health & Beauty,US,0,20.00%,
First Light Farms,Meats & Seafood,US,0,8.00%,
JJ Smith,Health & Beauty,US,0,10.00%,
glo910,Personal Care,US,0,10.00%,
Varsity Pets,Dog Supplies,US,0,,12
Kawela Skin,Personal Care,US,0,20.00%,
DESERI,Handbags & Wallets,US,0,25.00%,
Strapsicle,Tablet Accessories,US,0,15.00%,
ThickTails,Hair Accessories,US,0,20.00%,
PizzaPartyShop,Restaurants,US,0,12.00%,
OTE HOME,Household,US,0,5.00%,
Trusador,Handbags & Wallets,US,0,8.00%,
Oxbow,Outdoor Recreation,US,0,10.00%,
BlueBus Fine Tools,CBD,US,0,12.00%,
Nutra Remedies,Vitamins & Supplements,US,0,30.00%,
SPLAT - Action Art Studio,Arts & Crafts,US,0,20.00%,
GoodCharlie,Consumer Services,US,0,,50
Huey LLC,Storage and Organization,US,0,15.00%,
Financiato,Online Courses,US,0,5.00%,
Eco-Worthy,Green Living (Eco-Friendly),US,0,10.00%,
ProtectAgainst,Work Safety,US,0,2.00%,
Plant Paper,Household,US,0,8.00%,
OvercoatUSA,Clothing & Apparel,US,0,15.00%,
KISSBOBO,Nursing & Feeding,US,0,15.00%,
FREESOO,Vehicles & Parts,US,0,10.00%,
Gemiini Systems,Health Care,US,0,10.00%,
HK Resale,Hardware,US,0,8.00%,
Arterra Pet Science,Dog Supplies,US,0,10.00%,
Country Kitchens,Kitchen & Dining,US,0,2.00%,
Guzzle H2O,Hardware,US,0,7.00%,
CHARMANTY,Hair Accessories,US,0,10.00%,
SCOPRO Smart Coaching Products,Athletics,US,0,10.00%,
Mujjo,Electronics Accessories,US,0,9.00%,
Sipwell Wine Co.,Wine,US,0,10.00%,
Sick Science,Beauty & Cosmetics,US,0,10.00%,
CorneaCare,Personal Care,US,0,15.00%,
ZebraCBD,CBD,US,0,35.00%,
Divine Saunas,Health & Wellness,US,0,1.00%,
Martin Dingman,Accessories,US,0,4.00%,
KALM with Kava,Vitamins & Supplements,US,0,10.00%,
Agave Black,Health & Beauty,US,0,20.00%,
Elviros,Bed & Bath,US,0,20.00%,
Elemental Herbs Inc DBA All Good,Health & Beauty,US,0,10.00%,
Huega House,Clothing & Apparel,US,0,10.00%,
Ram Golf,Sporting Goods,US,0,10.00%,
"Vesta Living, Corp.",Bed & Bath,US,0,15.00%,
Paragon Group USA,Outdoor Living,US,0,6.00%,
Redragon,Consumer Electronics,US,0,5.00%,
Metalean Complete,Vitamins & Nutrition,US,0,,68
Chella,Beauty & Cosmetics,US,0,10.00%,
Elegant Men's Attire,Men,US,0,16.00%,
FeiyuTech,Consumer Electronics,US,0,10.00%,
IW Holdings,Vitamins & Supplements,US,0,30.00%,
Candy Retailer,Retail,US,0,6.00%,
Dressin,Clothing & Apparel,US,0,25.00%,
Bellini,Babies & Kids,US,0,10.00%,
Vertical Groove Golf,Golf,US,0,15.00%,30
Jack Stonehouse,Household,US,0,7.00%,
Gravity Fitness,Exercise & Fitness,US,0,8.00%,
Puzzle Ready,Puzzles,US,0,10.00%,
Lumi,CBD,US,0,3.00%,
PuroAir,Appliances,US,0,10.00%,
MOJO MotoSport,Motor Vehicle Parts,US,0,6.00%,
Fortunoff Backyard Store,Furniture,US,0,4.00%,
Chair King Backyard Store,Yard & Garden,US,0,4.00%,
Snaps Clothing Inc.,Clothing & Apparel,US,0,5.00%,
Keto Brainz Nootropics,Vitamins & Supplements,US,0,10.00%,
Shapen Barefoot,Shoes,US,0,10.00%,
Hitpaw,Software,US,0,50.00%,
Caliber Coffee,Online Grocery,US,0,3.00%,
Steppit,Online Courses,US,0,30.00%,
Hale Breathing,Health & Beauty,US,0,,16
APEC Water,Hardware,US,0,8.00%,
House by JSD,Household,US,0,8.00%,
Imprint Now,Advertising & Marketing,US,0,10.00%,
Short Court LLC,Outdoor Recreation,US,0,15.00%,
Wallet Defender,Home Security Systems,US,0,,12.5
Proud Patriots,Collectibles,US,0,,15
Home Match - Motivated Leads,Real Estate,US,0,,37.5
Christianbook.com,Books & Magazines,US,0,5.00%,
Dunlop Sports,Sporting Goods,US,0,10.00%,
Shooting Surplus,Weapons,US,0,2.00%,
ProAnabolics,Vitamins & Supplements,US,0,35.00%,
Danubius Hotels,Hotel,US,0,7.00%,
Storyworth,Gifts,US,0,6.00%,
Purple Brand,Clothing & Apparel,US,0,6.00%,
Premama,Babies & Kids,US,0,6.00%,
Tillak,Hats,US,0,4.80%,
MICHELLE WILHITE,Handbags & Wallets,US,0,10.00%,
Alex Apparel Group,Clothing & Apparel,US,0,5.00%,
Sports Research,Vitamins & Supplements,US,0,8.00%,
GRACE KARIN,Clothing & Apparel,US,0,15.00%,
EOS Evolution of Smooth,Beauty & Cosmetics,US,0,5.00%,
Tenkara Rod Co.,Fishing,US,0,10.00%,
Big Hammer Wines,Wine,US,0,10.00%,
Alva Cookware,Kitchen & Dining,US,0,10.00%,
Osmosis,Beauty & Cosmetics,US,0,15.00%,
Sisal Rugs Direct,Rugs & Flooring,US,0,8.00%,
Denuo Novo,Costumes,US,0,5.00%,
MeoWant,Cat Supplies,US,0,15.00%,
Koha Pet,Animals & Pet Supplies,US,0,7.00%,
FullyVital,Personal Care,US,0,10.00%,
ByHeart,Nursing & Feeding,US,0,18.00%,
Margo Paige,Clothing & Apparel,US,0,15.00%,
Pure Origin Coffee,Shopping,US,0,15.00%,
Dr. Motion Retail,Clothing & Apparel,US,0,10.00%,
Decadence Jewelry,Jewelry,US,0,11.00%,
carabc,Vehicles & Parts,US,0,10.00%,
LetPot Smart Garden,Yard & Garden,US,0,10.00%,
Smart Brands Lab,B2B,US,0,5.00%,
Quiet Mind,Bed & Bath,US,0,10.00%,
Mitchell Defense,Weapons,US,0,3.20%,
Goalsetter Basketball,Basketball,US,0,5.00%,
Nix Biosensors,Consumer Electronics,US,0,8.00%,
Holos Skincare,Health & Beauty,US,0,10.00%,
Amelia Rose,Jewelry,US,0,25.00%,
Silked,Bed & Bath,US,0,17.00%,
LITNXT,Video Game Consoles & Games,US,0,8.00%,
Ulivary,Clothing & Apparel,US,0,20.00%,
Booe,Outdoor Recreation,US,0,10.00%,
Lafeeca,Kitchen & Dining,US,0,10.00%,
BEAUPAN,Beauty & Cosmetics,US,0,12.00%,
GameU,Online Courses,US,0,15.00%,0
Quntis,Electronics Accessories,US,0,6.00%,
Autel,Motor Vehicle Electronics,US,0,8.00%,
Everneat,Supplies,US,0,10.00%,
okingjoy,Kitchen & Dining,US,0,10.00%,
EGO POEWR LLC,Batteries,US,0,15.00%,
Darzzi,Clothing & Apparel,US,0,10.00%,
Habibi Lux Products LLC,Fragrance & Cologne,US,0,1.00%,
S.T.A.T. Medical Devices,Medical,US,0,9.60%,
Shapes Studio,Jewelry,US,0,12.00%,
Mavis Tire,Vehicles & Parts,US,0,5.00%,0
Drip Gear Zone,Clothing & Apparel,US,0,10.00%,
Baking Steel Company LLC,Kitchen & Dining,US,0,11.00%,
MOSSA,Exercise & Fitness,US,0,,5
Gameness,Clothing & Apparel,US,0,5.00%,
Dzinly,Household,US,0,5.00%,
Khoor,Cigars,US,0,10.00%,
FaderPro,Music,US,0,10.00%,
Open Goaaal USA,Sporting Goods,US,0,5.00%,
Pando Moto,Clothing & Apparel,US,0,3.00%,
DAOLAR,"Vehicle Maintenance, Care & Decor",US,0,3.00%,
K-Tropix,Vitamins & Supplements,US,0,30.00%,
VACAYA,Cruises,US,0,,20
Tavalon,Gifts,US,0,15.00%,
MAXPAWN Luxury,Jewelry,US,0,5.00%,
Dorsanee,Beauty & Cosmetics,US,0,8.00%,
Utoya Group LLC,CBD,US,0,5.00%,
Scootaround,Vehicles & Parts,US,0,4.00%,
Ahacarbon,Vehicles & Parts,US,0,5.00%,
Vahy,Fragrance & Cologne,US,0,12.00%,
Polite Society Beauty,Beauty & Cosmetics,US,0,10.00%,
Azova Inc.,Health Care,US,0,20.00%,
Paddle Smash,Outdoor Play Equipment,US,0,10.00%,
Lisa Maree,Women,US,0,10.00%,
Plum Diamonds,Jewelry,US,0,4.00%,
Rsscsports,Clothing & Apparel,US,0,15.00%,
Patio Heat and Shade,Outdoor Living,US,0,5.00%,
Luki Lab,Toys,US,0,15.00%,
Howitzer Clothing,Clothing & Apparel,US,0,15.00%,
Sunnie,Snacks,US,0,8.00%,
Delta Children,Babies & Kids,US,0,5.00%,
Puff Herbals,Cigars,US,0,10.00%,
NewRuleFX.com,Arts & Entertainment,US,0,15.00%,
Megelin,Health & Beauty,US,0,5.00%,
BeCurio Inc,Education,US,0,10.00%,
Orchard & Broome,Clothing & Apparel,US,0,10.00%,
Blush and Bashful,Women,US,0,10.00%,
HULALA HOME,Furniture,US,0,10.00%,
MRL Sex Doll,Sex Toys,US,0,10.00%,
Baby Brezza,Babies & Kids,US,0,5.00%,
Mustela,Babies & Kids,US,0,7.00%,
AFTER,Consumer Services,US,0,10.00%,
Lingua Franca NYC,Clothing & Apparel,US,0,10.00%,
BANDELETTES,Underwear & Socks,US,0,16.00%,
4giveness,Swimwear,US,0,10.00%,
EarPeace Ear Plugs,Health & Beauty,US,0,15.00%,0
Irieveda,Organic,US,0,10.00%,
Kinetix Casual Luxury,Clothing & Apparel,US,0,8.00%,
Tawkify,Dating,US,0,5.00%,1
Decada Store,Toys,US,0,5.00%,
SanticCycling,Cycling,US,0,12.00%,
Discount Lots,Consumer Services,US,0,,420
Golfballs.com,Golf,US,0,8.00%,
Oxiline,Medical,US,0,15.00%,
Niceboard,Software,US,0,50.00%,
Nomad Internet,Internet Services,US,0,,35
Porte + Hall,Rugs & Flooring,US,0,2.00%,
Dovly,Consumer Services,US,0,,24
Mars by GHC,Personal Care,US,0,5.00%,
Ammunition Depot,Weapons,US,0,5.00%,
Outer Impact,Weapons,US,0,7.00%,
KidKiddos Books,Books & Magazines,US,0,10.00%,
Bargoose Home Textiles,Household,US,0,10.00%,
Era Organics,Health & Beauty,US,0,10.00%,
Alkemis Paint,Arts & Crafts,US,0,10.00%,
AU Baby,Baby & Kids,US,0,10.00%,
Raregen Hair Wig,Beauty & Cosmetics,US,0,20.00%,
MacGregor Golf (USA),Golf,US,0,5.00%,
Hidoes,Cycling,US,0,5.00%,
EquipmentShare Parts,Construction,US,0,5.00%,
ACOPOWER,Green Living (Eco-Friendly),US,0,8.00%,
GLYTCH Energy,Vitamins & Supplements,US,0,8.00%,
Casa de Montecristo,Cigars,US,0,1.00%,
Off The Grid Surplus,Clothing & Apparel,US,0,3.00%,
Get Joy,Animals & Pet Supplies,US,0,30.00%,
Tiny Land,Toys & Games,US,0,12.00%,
SporesMD,CBD,US,0,20.00%,
Canna River,CBD,US,0,20.00%,
ANRAN,Home Security Systems,US,0,10.00%,
Sugared and Bronzed,Beauty & Cosmetics,US,0,15.00%,
BTArtboxnails,Health & Beauty,US,0,10.00%,
Honeymoon Wishes,Consumer Services,US,0,,3
Chery Industrial,Hardware,US,0,15.00%,
GMKtek,Computers & Accessories,US,0,5.00%,
Hooshops Inc,Clothing & Apparel,US,0,15.00%,
